Scenario,yr_1850,yr_1851,yr_1852,yr_1853,yr_1854,yr_1855,yr_1856,yr_1857,yr_1858,yr_1859,yr_1860,yr_1861,yr_1862,yr_1863,yr_1864,yr_1865,yr_1866,yr_1867,yr_1868,yr_1869,yr_1870,yr_1871,yr_1872,yr_1873,yr_1874,yr_1875,yr_1876,yr_1877,yr_1878,yr_1879,yr_1880,yr_1881,yr_1882,yr_1883,yr_1884,yr_1885,yr_1886,yr_1887,yr_1888,yr_1889,yr_1890,yr_1891,yr_1892,yr_1893,yr_1894,yr_1895,yr_1896,yr_1897,yr_1898,yr_1899,yr_1900,yr_1901,yr_1902,yr_1903,yr_1904,yr_1905,yr_1906,yr_1907,yr_1908,yr_1909,yr_1910,yr_1911,yr_1912,yr_1913,yr_1914,yr_1915,yr_1916,yr_1917,yr_1918,yr_1919,yr_1920,yr_1921,yr_1922,yr_1923,yr_1924,yr_1925,yr_1926,yr_1927,yr_1928,yr_1929,yr_1930,yr_1931,yr_1932,yr_1933,yr_1934,yr_1935,yr_1936,yr_1937,yr_1938,yr_1939,yr_1940,yr_1941,yr_1942,yr_1943,yr_1944,yr_1945,yr_1946,yr_1947,yr_1948,yr_1949,yr_1950,yr_1951,yr_1952,yr_1953,yr_1954,yr_1955,yr_1956,yr_1957,yr_1958,yr_1959,yr_1960,yr_1961,yr_1962,yr_1963,yr_1964,yr_1965,yr_1966,yr_1967,yr_1968,yr_1969,yr_1970,yr_1971,yr_1972,yr_1973,yr_1974,yr_1975,yr_1976,yr_1977,yr_1978,yr_1979,yr_1980,yr_1981,yr_1982,yr_1983,yr_1984,yr_1985,yr_1986,yr_1987,yr_1988,yr_1989,yr_1990,yr_1991,yr_1992,yr_1993,yr_1994,yr_1995,yr_1996,yr_1997,yr_1998,yr_1999,yr_2000,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006,yr_2007,yr_2008,yr_2009,yr_2010,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2018,yr_2019
1917,0.008529278832156706,0.00868888672130197,0.0091398442465902,0.0095942249329255,0.011344900836093075,0.011601728383368481,0.012450272118371686,0.01267470703487561,0.012901674480531256,0.013685527268705755,0.015077234952684648,0.015965614659705807,0.016342071190422303,0.01750422019574671,0.018939265013443674,0.020212729958757336,0.020925497046562214,0.02257546042727654,0.023305879531903884,0.024845970604985723,0.025549013790737263,0.027298137862544536,0.030383186667506834,0.032454685083337154,0.03051696779186841,0.03335375318943079,0.03404569950350833,0.03493369511710398,0.035272548363593614,0.03801929609414856,0.04345744365451765,0.04500947864721638,0.04788265598062935,0.0511792079896054,0.05199856373053535,0.05284161465459647,0.054200603527249314,0.05708027598194576,0.06402248249969489,0.06453478600559492,0.0706647063610717,0.07487183740130376,0.07607301426992308,0.0762726061911394,0.0796750823113257,0.08531285853723602,0.08896022594097985,0.09437816116547992,0.10054708888600317,0.11143682213241846,0.11988405561504578,0.1252085492364472,0.13080919267798663,0.1450887871244504,0.1496896848166216,0.1620968512474974,0.17459720543592994,0.20220959983652165,0.20009847156785554,0.21321154163797473,0.23093573939229373,0.24217545474959934,0.2631766634696646,0.2974062714866932,0.2848427966399072,0.3042768393442543,0.37555738290643603,0.2120502927057828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,0.008498177876276714,0.00865696501466573,0.009106015908230347,0.009558443324635846,0.011302255744908507,0.011557760314701682,0.012402703239558832,0.012625904254434772,0.012851610041366257,0.013632003929899383,0.015017805667696393,0.015902175291500953,0.016276577419716887,0.017433448528038298,0.01886198956037788,0.020129473235272144,0.020838444342984985,0.022480568561491054,0.02320682850955791,0.024739112371662486,0.025437758010355083,0.027177703898303207,0.030247307805154833,0.03230745278796121,0.030376396868462052,0.03319761336177862,0.03388352497614733,0.034764149847433146,0.03509788204388542,0.037826889118662166,0.043232320947595326,0.04477038657171306,0.04762133151297121,0.05089159525300602,0.05169700555717327,0.052524667634941125,0.05386355874486526,0.05671135211417777,0.06359130145824565,0.06408067930300376,0.07014377216330558,0.07429203148512897,0.07545250658841951,0.07561554446613172,0.07894831538749258,0.08448679225205069,0.08804368887416558,0.09334123205388778,0.09936665944843526,0.11003638511414238,0.11826880440378318,0.12339708270928895,0.12877450635380683,0.14266016971470208,0.14699094021682413,0.15894804247960792,0.17094230905217955,0.1976486444254988,0.195232730147211,0.20761570771304605,0.2243728074282103,0.23465686382280637,0.2540580220299944,0.2853371682373904,0.26998305182934246,0.28087185381485824,0.32707512745525946,0.39027857516907716,0.2093062719769705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,0.008467461385009756,0.008625439979482508,0.009072610322562014,0.009523112082888474,0.011260151538863283,0.011514354656696923,0.01235574900198344,0.012577738896027313,0.012802207649087904,0.013579198315653684,0.014959185574241474,0.015839615033257815,0.016212008341312867,0.01736369758003775,0.018785854623956766,0.0200474767394212,0.020752746227856278,0.022387198437400002,0.023109417825764922,0.024634085640116155,0.025328481281235327,0.027059498648668523,0.030114052968713168,0.032163195766941044,0.030238805226304066,0.0330449545002125,0.033725161031441075,0.03459881143271559,0.03492780008775753,0.03763983110036406,0.04301383631570843,0.044538779573997545,0.0473686986872508,0.050614143514337684,0.05140676368904451,0.05222035181361662,0.05354076969643984,0.05635897302278181,0.06318059775338725,0.06364937333529497,0.06965043992966002,0.07374458000862205,0.07486838416571118,0.0749988786383824,0.07826828439721112,0.08371616097690548,0.08719118290889583,0.09237953821383371,0.09827495902351302,0.10874472840868066,0.11678289540674314,0.12173484992320027,0.12691192098822057,0.1404420321578641,0.1445314578337502,0.15608432897931834,0.16762497832746703,0.1935173336388516,0.1908357474601985,0.20257562140795926,0.21849543037245667,0.2280017426681411,0.24618896809408852,0.2754720411596736,0.25903997607935025,0.2662263975106498,0.3019256975284179,0.3399594475284289,0.38527980532154515,0.1817264447191178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,0.008437122673569775,0.008594304323253255,0.009039619650593522,0.009488222209313335,0.01121857678009519,0.011471499230424342,0.012309395125271294,0.012530195636827557,0.012753450321440596,0.01352709092719806,0.014901351492881076,0.015777906943867492,0.016148334171703027,0.017294931999572327,0.01871081817967024,0.019966691255206115,0.020668346061199827,0.022295282669688277,0.023013570404145867,0.02453079924521262,0.025221079192306206,0.02694339835346682,0.02998326802048723,0.0320217303390109,0.030104000194171476,0.03289554004300044,0.03357033768952533,0.034437368848728056,0.034761950904680816,0.03745769667125387,0.04280144451718115,0.044314023634797195,0.04712400088180857,0.05034594561055883,0.05112680361975208,0.05192748786555512,0.05323088012789867,0.05602153742358951,0.06278835967640362,0.0632385971125018,0.06918192686936209,0.0732261850716327,0.07431690173922334,0.07441841185567455,0.07763009442993507,0.08299511506191948,0.0863959048967331,0.091485037521295,0.09726245131253108,0.10755010634306927,0.1154123039889896,0.12020560283446002,0.12520262582967234,0.13841127830221467,0.1422848675169348,0.15347411094256813,0.16460745734480042,0.18976676307283924,0.18685213048013338,0.198020139657217,0.21320074869282735,0.22204103782712536,0.23922369849708502,0.2669611151196136,0.25010033679211574,0.2554489691018489,0.2861914442047464,0.3138265381420524,0.33566054351376806,0.3345536059606502,0.21114661105980304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,0.008407155267661892,0.008563551133988767,0.009007036242167032,0.009453765227760869,0.011177520992760037,0.011429182512870284,0.012263628427490403,0.01248325996272115,0.012705322483895998,0.013475663617555256,0.014844282111539542,0.015717026485503993,0.01608552737172886,0.017227119382766887,0.01863684201759952,0.01988707216264629,0.020585192953774367,0.022204760422255276,0.0229192167984138,0.024429171206918454,0.025115457995411816,0.026829291694127733,0.02985481541952595,0.03188289232036823,0.029971809560834117,0.03274915967040215,0.03341881413155079,0.034279545619540386,0.034600021400422065,0.037280107828280507,0.04259466095999187,0.04409555605798232,0.04688656619453013,0.050086195651772414,0.05085620697843751,0.051645029477015214,0.05293268703206877,0.0556976255356858,0.06241280335467536,0.06284633705223541,0.06873576505631718,0.07273392224925601,0.07379473860584085,0.07387042346681483,0.07702940708423966,0.08231846972421408,0.08565182630508161,0.09065060314532047,0.09632068738483213,0.1064421138711964,0.114144608655522,0.11879495372903648,0.12362996779830837,0.13654747153344715,0.14022785688973727,0.15108951016003402,0.16185658956493398,0.18635443792595652,0.183234903377695,0.19389204361198153,0.2084141129249133,0.2166702578422246,0.23298436441041304,0.25942779624438117,0.24238980518788367,0.2466498436442066,0.27462149556220083,0.29747963070860806,0.30985908216587177,0.2915092711385796,0.3887681119862805,0.18467519498796037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,0.008377552873298555,0.008533173838088715,0.008974852717187787,0.009419733132006058,0.011136974320550053,0.011387393690256431,0.012218436719422243,0.012436918479409087,0.012657809384450047,0.013424899881272268,0.014787957464193369,0.015656950613049503,0.016023562520842916,0.017160230437752944,0.018563891304324898,0.019808578361505624,0.02050324076748211,0.022115576456371855,0.02282629450400009,0.024329127857242838,0.025011533773295014,0.026717078921308257,0.029728571901728174,0.03174653475048217,0.029842079166712665,0.03260562537872147,0.033270375518497985,0.03412509508882522,0.03444173271452655,0.03710672789804903,0.04239305408219707,0.043882876072245836,0.04665579726378155,0.04983417808870172,0.05059415892958441,0.051372048526616254,0.05264512281513589,0.05538597731981554,0.06205234553658556,0.06247080666105376,0.06830976558160273,0.07226519800286724,0.07329894964550476,0.07335161450146188,0.076462374790367,0.08168162793975853,0.08495360289805376,0.08986991813350187,0.09544217903055596,0.10541152886389682,0.1129688026538247,0.11749015558865494,0.12217919489665974,0.13483251570028187,0.13833979217002934,0.14890587609062322,0.1593431166614323,0.1832430384765189,0.17994325682968793,0.19014284304006424,0.20407558084821176,0.21181376479802339,0.2273613531062324,0.25267866897831937,0.23556501389543882,0.2390625372956947,0.26518121938835293,0.28546811346365075,0.2937214734897111,0.26909824928395665,0.33880723014505065,0.3400702594925633,0.1943412257453474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,0.008348309586153846,0.008503166290438458,0.008943062183789152,0.00938611820515689,0.011096927192625117,0.011346122447548623,0.012173808431725774,0.01239115880468944,0.012610897412741906,0.013374784249094773,0.014732359214178814,0.015597658368506018,0.015962416729564666,0.0170942383218744,0.01849193437305985,0.019731172898616478,0.020422447383054987,0.022027681040128755,0.022734746788785287,0.024230602509305754,0.024909230934554216,0.026606670744911298,0.02960442639704297,0.031612525889215704,0.029714671007070592,0.03246476885294669,0.03312482996619792,0.033973797409714734,0.03428683624287032,0.03693725722632735,0.04219624021192203,0.04367553785408518,0.04643116316850637,0.049589257233094486,0.05033993525546521,0.05110772010988285,0.052367239236048135,0.05508547353394988,0.06170558096567902,0.06211042017929458,0.06790198580443985,0.07181771046714402,0.07282692132503144,0.07285905873476395,0.07592558372880376,0.08108051267038263,0.08429649510816262,0.08913738161783158,0.09462028724084348,0.10445017659435507,0.11187512779804365,0.11627990953064682,0.12083723380737865,0.13325037654578864,0.13660239785235717,0.14690138480528958,0.15704116176908656,0.18039962925712416,0.17694135002443545,0.1867304255218869,0.20013439733270388,0.20741092502299807,0.2222755474274436,0.24659488544506303,0.229449860893169,0.2323469234396498,0.25704342804482394,0.2756736003781839,0.2818718798375244,0.25508224073604424,0.312763959178767,0.29641079699695183,0.357914407843964,0.2209661564089629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,0.0083194198642218,0.00847352249712685,0.008911658070132944,0.009352913365034965,0.01105737066848178,0.011305359303662499,0.012129732538255666,0.012345969187606443,0.012564573846361782,0.013325302306384401,0.014677470647541213,0.015539130517993271,0.015902068576394868,0.01702911819450037,0.018420942033799292,0.019654822012967088,0.020342774408504738,0.0219410287880919,0.0226445220088749,0.024133534626173514,0.024808481049205966,0.02649798613396115,0.02948227920410318,0.031480747449791124,0.029589461355783442,0.03232643939634272,0.032982005877954634,0.033825456217073224,0.03413511036410455,0.03677142838336067,0.04200387752320012,0.04347314523568002,0.04621219115705344,0.049350867418411326,0.050092892115571885,0.050851310831717456,0.05209819386499248,0.05479512108246354,0.06137126177821983,0.06176376966703856,0.06751070119889846,0.07138941646462627,0.07237633367924445,0.07239015827241246,0.07541600534170811,0.08051150561863096,0.08367629792098796,0.08844802474061453,0.09384912306194337,0.10355080638754544,0.11085493056708629,0.11515419675379235,0.11959249391287585,0.13178684020493847,0.13499947772129417,0.14505670189197417,0.15492781140699208,0.17779507730529076,0.17419754958405065,0.18361780494279856,0.19654649319898,0.2034104383765225,0.2176636469231994,0.24109091815751071,0.2239364452175323,0.2263288033990989,0.24984074859355587,0.2672328759121001,0.27221486943210493,0.24479685046895838,0.29647714676048054,0.2736235155367126,0.3120112344720951,0.4069994644085,0.22216827442167641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,0.008290878265881929,0.00844423671247796,0.008880634219451622,0.009320111866315983,0.011018296251961601,0.011265095283988558,0.012086198756378508,0.012301338430233955,0.012518826751033885,0.013276440729669048,0.014623275749499953,0.015481349055619376,0.015842497913297393,0.016964846978169135,0.018350887447468267,0.019579494236779738,0.020264186755071023,0.02185557833098528,0.02255557358432725,0.02403786968835675,0.024709222205444803,0.026390952117878896,0.0293620406985724,0.03135109325523899,0.029466338892461863,0.03219050165563431,0.03284174959270558,0.03367989541129646,0.03398635709265818,0.036609002654188316,0.04181566090403521,0.04327534492222185,0.045998460452381096,0.04911850456716138,0.04985245674009775,0.0506021684989264,0.05183723816440988,0.05451403681502143,0.06104827859036277,0.061429604471868515,0.06713438016720374,0.07097850201495248,0.07194512722333002,0.07194260637237448,0.07493095141529693,0.07997139599353886,0.08308927852351644,0.08779743838846343,0.09312346062034749,0.10270698433220105,0.10990053433448566,0.11410412962959526,0.11843469433591736,0.1304293003647672,0.1335166687397873,0.14335468634828885,0.152982758724022,0.17540357842938192,0.1716838672657559,0.18077233015776528,0.1932731638074756,0.1997677776502087,0.213472150633379,0.23609847984783983,0.21894733605245165,0.22090175210536245,0.24338528057114672,0.2597622609234236,0.26389478803730526,0.23641889769714908,0.2845331513646556,0.2593733192590548,0.28802326640646925,0.35485467795245995,0.40926478029842883,0.2256313039939073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,0.008262679549318364,0.008415303415347353,0.008849984487540041,0.009287707012163082,0.010979695846913273,0.011225321600363714,0.012043197482967116,0.012257256093278102,0.012473645041893633,0.013228186883736726,0.014569759394134962,0.015424297212007332,0.015783686345173464,0.01690140331334078,0.01828174586711384,0.019505161147549188,0.020186652263305405,0.021771292049436397,0.022467858888035153,0.023943557956158656,0.02461139826169756,0.026285502681162143,0.02924362977432793,0.031223467437371255,0.029345203683192267,0.03205683428137718,0.032703923541589575,0.03353695749609642,0.03384039908462455,0.03644976672285338,0.04163131795854724,0.043081821225030126,0.04578959598387655,0.04889172017794863,0.04961811860772514,0.050359713349962476,0.051583705700409155,0.05424143509583246,0.060735645508941616,0.061106812710022496,0.06677166103997934,0.07058335479661082,0.07153147215529998,0.07151435474503387,0.07446803399551527,0.07945733265171384,0.08253212362166096,0.08718170813875759,0.09243866149370206,0.10191300037655537,0.10900512473659774,0.11312181999079485,0.11735471303364875,0.1291665722500852,0.13214122998067523,0.14178013516715282,0.15118799650730352,0.17320225646108156,0.16937550536709978,0.17816510706228428,0.19028023746864164,0.19644383732804727,0.20965463872420287,0.23155992060480912,0.21442082598321122,0.21598962074523342,0.23756257498911282,0.2530657790886153,0.25653107745199577,0.2292024698866726,0.274809774866867,0.2489290004730833,0.2730222104663653,0.3275715559068999,0.3568850160848456,0.4156881398829455,0.22230442953411966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,0.008234818538426225,0.008386717288203727,0.008819703090466646,0.00925569250762237,0.010941561717174864,0.011186030007195313,0.012000719465618204,0.012213712430536816,0.012429018119973989,0.013180528737279928,0.014516907992572214,0.015367959320485625,0.01572561690670682,0.01683876770067627,0.018213494230280958,0.0194317965533628,0.020110141373777424,0.021688135295335087,0.0223813387761993,0.02385055429243721,0.024514958187126012,0.026181577960301183,0.029126973052370886,0.031097783437758153,0.02922596589218074,0.0319253283313401,0.03256840395317795,0.03339650121296245,0.03369707748714745,0.03629352973047162,0.041450604958640724,0.04289229248922766,0.04558526254828621,0.048670114392280084,0.049389423394188725,0.050123428526603675,0.0513370032509215,0.053976617210935274,0.060432485934597935,0.06079440598676911,0.06642133320940502,0.07020254125654901,0.07113374231380476,0.07110358301326869,0.07402513122474375,0.07896678227575649,0.08200188985222212,0.08659735675661295,0.09179060700671471,0.10116378384674363,0.10816265160678995,0.11220026522374837,0.11634445212666833,0.127988729081153,0.1308618548940217,0.14031955816068375,0.14952754780767918,0.17117081920605415,0.16725047565802242,0.17577052977043195,0.18753746763752588,0.1934040846588232,0.20617034549070468,0.22742524292527833,0.21030486823849515,0.2115318446275296,0.232290996210736,0.24702441517729312,0.24992961907111066,0.2228156459988213,0.2664367991740164,0.24043078788434968,0.2620338936704911,0.31050944879564213,0.32944603319430144,0.3625275363433502,0.4095986960971345,0.2444338487590585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,0.008207290339214524,0.008358473080647855,0.008789784460361716,0.009224062307907843,0.010903886579114896,0.011147212626383407,0.011958755889850181,0.012170698052727857,0.012384935951104126,0.01313345507617214,0.014464708481511934,0.015312320852785888,0.015668273757910356,0.01677692199689318,0.018146111468240633,0.019359375891099262,0.02003462683609314,0.02160607604270126,0.022295977930411937,0.023758817278235256,0.024419855479436592,0.026079123546765004,0.029012003793411623,0.03097396294549526,0.029108544422058458,0.031795885643475685,0.03243507924076994,0.03325839967101274,0.03355624955804615,0.036140120944821774,0.04127330455634137,0.04270650719149671,0.04538516127445291,0.048453329805226986,0.04916596596837053,0.04989285306567126,0.051096602701704796,0.0537189610552673,0.06013801967736754,0.06049150487615407,0.06608231978776757,0.06983478723287817,0.07075049142821399,0.07070867255202984,0.07360035764202166,0.07849749326965139,0.08149596168874496,0.08604129578537822,0.09117563804875317,0.10045483089425034,0.10736774111137493,0.1113332463057759,0.11539671981489619,0.12688695621375246,0.12966850358230886,0.13896097813255892,0.1479872322626079,0.16929125874571582,0.16528926837372637,0.17356588518498484,0.18501804111326692,0.1906179460456201,0.20298327152636375,0.22365054425574726,0.20655434076729762,0.20747739261844345,0.22750575472207402,0.24155353504784216,0.2439728552655538,0.21708933498462102,0.259026640743798,0.23311457503621114,0.2530976467995174,0.2980183689015803,0.3122860235102962,0.3346437564477469,0.3572533651801564,0.4504203794905379,0.24336847637152914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
